{'corrected_tags': 'B-infrastructure', 'event_type': 'infrastructure', 'event_id': 2, 'doc': 'NepalEQ'}
1430001099.0	['sisma', 'nepal', 'google', 'person', 'finder', 'facebook', 'safety', 'check']
1430001101.0	['already', 'sent', 'teams', 'nepal', 'sent', 'op', 'singh', 'dg', 'ndrf']
{'corrected_tags': 'I-missing', 'event_type': 'missing', 'event_id': 3, 'doc': 'NepalEQ'}
1430001117.0	['seems', 'nepal', 'airport', 'fully', 'open', 'druk', 'left', 'minutes', 'ago', 'air', 'china', 'approaching', 'airport', 'followed', 'air', 'arabia']
1430001150.0	['safety', 'app', 'person', 'finder', 'tech', 'helps', 'tragedy', 'live']
1430001161.0	['already', 'sent', 'teams', 'nepal', 'sent', 'op', 'singh', 'dg', 'ndrf']
1430001196.0	['looking', 'someone', 'missing', 'nepal', 'try', 'google', 'people', 'finder']
1430001237.0	['water', 'food', 'ndrf', 'teams', 'medical', 'personnel', 'amp', 'equipment', 'blankets', 'tents']
{'corrected_tags': 'B-infrastructure', 'event_type': 'infrastructure', 'event_id': 2, 'doc': 'NepalEQ'}
1430001250.0	['air', 'force', 'safely', 'rescues', '556', 'indian', 'citizens', 'nepal', 'landed', 'palam', 'airport', 'delhi']
1430001265.0	['pakistan', 'sends', '130', 'aircraft', 'carrying', 'medical', 'search', 'amp', 'rescue', 'teams', 'supplies', 'nepal']
1430001305.0	['dg', 'ndrf', 'cnn', 'ibn', 'teams', 'deployed', 'nepal', 'sent', '15', 'people', 'rescued', 'debris', 'bhaktapur']
1430001309.0	['one', 'c130', 'hercules', 'lands', 'palam', 'airport', '55', 'indians', 'rescued', 'nepal', 'onboard', 'gurmeetramrahim']
1430001312.0	['seems', 'nepal', 'airport', 'fully', 'open', 'druk', 'left', 'minutes', 'ago', 'air', 'china', 'approaching', 'airport', 'followed', 'air', 'arabia', 'http']
1430001350.0	['trying', 'use', 'conversion', 'opportunity', 'plz', 'hindus', 'nepal', 'save', 'hindus', 'xtian', 'missionaries']
1430001357.0	['talking', 'neil', 'kathmandu', 'hope', 'ok']
1430001357.0	['sending', 'medical', 'non', 'medical', 'teams', 'aid', 'affected']
1430001365.0	['appeal', 'great', 'gesture', 'airtel', 'offers', 'free', 'calls', 'nepal', 'network', 'next', 'days']
{'corrected_tags': 'B-missing', 'event_type': 'missing', 'event_id': 3, 'doc': 'NepalEQ'}
1430001415.0	['please', 'support', 'dear', 'friend', 'designer', 'aiding', 'crucial', 'time', 'need', 'donate']
1430001417.0	['currently', 'sending', 'medical', 'teams', 'amp', 'supplies', 'nepal', 'learn', 'http']
1430001436.0	['please', 'support', 'dear', 'friend', 'designer', 'aiding', 'crucial', 'time', 'need', 'donate', 'http']
1430001436.0	['israeli', 'search', 'amp', 'rescue', 'teams', 'heading', 'nepal']
1430001444.0	['already', 'sent', 'teams', 'nepal', 'sent', 'op', 'singh', 'dg', 'ndrf', 'ani']
1430001444.0	['israeli', 'search', 'amp', 'rescue', 'teams', 'heading', 'nepal', 'israeli', 'search', 'rescue', 'teams']
1430001455.0	['people', 'looking', 'find', 'information', 'loved', 'ones', 'nepal', 'right', 'fuckyeahsouthasia']
1430001482.0	['crisis', 'mapping', 'response', 'information', 'pls']
1430001508.0	['launched', 'person', 'finder', 'instance', 'help', 'track', 'missing', 'persons', 'earthquake', 'gt']
1430001532.0	['sends', 'teams', 'follow', 'dg', 'op', 'singh', 'live']
{'corrected_tags': 'B-shelter', 'event_type': 'shelter', 'event_id': 1, 'doc': 'NepalEQ'}
1430001619.0	['india', 'sends', 'aircrafts', 'nepal', 'today', 'including', 'tonnes', 'supplies', 'mobile', 'hospital', 'ndrf', 'teams']
1430001620.0	['google', 'people', 'finder', 'icrc', 'family', 'link', 'fb', 'safety', 'check']
1430001625.0	['google', 'person', 'finder', 'tool', 'deployed', 'help', 'relatives', 'find', 'loved', 'ones', 'nepal']
1430001630.0	['dg', 'tells', 'teams', 'sent', 'nepal']
1430001647.0	['great', 'humanitarian', 'promptly', 'sent', 'disaster', 'relief', 'teams', 'nepal', 'leaders', 'naturally', 'loved', 'people']
1430001680.0	['3novices', 'india', 'sends', 'rail', 'neer', 'water', 'earthquake', 'hit', 'nepal', 'rail', 'neer', 'produced', 'indian', 'railway', 'caterin']
1430001714.0	['people', 'looking', 'find', 'information', 'loved', 'ones', 'nepal', 'right', 'fuckyeahsouthasia']
1430001724.0	['getting', 'ready', 'deploy', 'teams', 'nepal', 'response', 'disaster']
{'corrected_tags': 'I-shelter', 'event_type': 'shelter', 'event_id': 1, 'doc': 'NepalEQ'}
1430001740.0	['ywn', 'israeli', 'search', 'amp', 'rescue', 'teams', 'heading', 'nepal', 'israeli', 'search', 'rescue', 'teams', 'preparing', 'take']
1430001772.0	['kamalasripada', 'dg', 'ndrfhq', 'tells', 'ibnlive', 'teams', 'sent', 'nepal']
1430001799.0	['donate', 'support', 'care', 'relief', 'teams', 'ground']
1430001800.0	['dg', 'tells', 'teams', 'sent', 'nepal']
1430001802.0	['pakistan', 'sends', 'relief', 'items', 'search', 'rescue', 'teams', 'nepal']
1430001839.0	['prepare', 'sleep', 'brave', 'swayamsevaks', 'trying', 'save', 'maximum', 'lives', 'crucial', '12', 'hrs', 'htt']
{'corrected_tags': 'I-shelter', 'event_type': 'shelter', 'event_id': 1, 'doc': 'NepalEQ'}
1430001866.0	['glad', 'also', 'send', 'doctors', 'paramedic', 'teams']
1430001894.0	['social', 'media', 'shines', 'safety', 'check', 'people', 'finder', 'helps', 'users', 'locate', 'loved', 'ones']
1430001901.0	['australians', 'concerned', 'friends', 'relatives', 'dfat', 'information']
1430001904.0	['person', 'finder', 'help', 'relatives', 'loved', 'one']
1430001936.0	['happy', 'india', 'sends', 'rail', 'neer', 'water', 'earthquake', 'hit', 'nepal']
1430001939.0	['happy', 'safety', 'app', 'person', 'finder']
1430001943.0	['priyank', 'shethiajiwala', 'planned', 'go', 'universal', 'religion', 'festival', 'kathmandu', 'event', 'cancelled']
1430001950.0	['air', 'force', 'safely', 'rescues', '556', 'indian', 'citizens', 'nepal', 'landed', 'palam', 'airport', 'delhi']
1430001972.0	['already', 'sent', 'teams', 'nepal', 'sent', 'op', 'singh', 'dg']
1430001975.0	['thankful', 'goi', 'india', 'sent', 'medical', 'assistance', 'ndrf', 'teams', 'pm', 'modi', 'expressed', 'concern', 'deep', 'upadhyay']
1430001983.0	['pakistan', 'sends', 'relief', 'items', 'search', 'rescue', 'teams', 'nepal']
{'corrected_tags': 'B-missing', 'event_type': 'missing', 'event_id': 3, 'doc': 'NepalEQ'}
1430002012.0	['person', 'finder', 'help', 'relatives', 'loved', 'one']
1430002019.0	['united', 'states', 'send', 'disaster', 'response', 'rescue', 'teams', 'nepal', 'authorized', 'initial', 'million']
1430002101.0	['nepals', 'landmarks', 'earthquake', 'unknown', 'author', 'via', 'nyt']
1430002109.0	['airways', 'trying', 'make', 'killing', 'ferrying', 'stranded', 'due', 'artificial', 'calamity', 'nepal', 'perhaps', 'cronies']
1430002125.0	['check', 'doc', 'information', 'donate']
{'corrected_tags': 'B-shelter', 'event_type': 'shelter', 'event_id': 1, 'doc': 'NepalEQ'}
1430002137.0	['israeli', 'search', 'amp', 'rescue', 'teams', 'heading', 'nepal', 'israeli', 'search', 'rescue', 'teams']
1430002151.0	['india', 'sends', 'rail', 'neer', 'water', 'earthquake', 'hit', 'nepal', 'new', 'delhi', 'indian', 'railways', 'produces', 'pa']
1430002160.0	['tried', 'google', 'person', 'finder', 'best', 'wishes']
1430002175.0	['nepals', 'landmarks', 'earthquake', 'unknown', 'author', 'via', 'nyt']
1430002175.0	['pls', 'share', 'person', 'finder', 'nepal']
1430002178.0	['country', 'crisis', 'need', 'help', 'support', 'every', 'corner', 'manisha', 'koirala']
1430002197.0	['check', 'doc', 'information', 'donate']
1430002199.0	['thankful', 'goi', 'india', 'sent', 'medical', 'assistance', 'ndrf', 'teams', 'pm', 'modi', 'expressed', 'concern', 'deep', 'upadhyay']
1430002247.0	['see', 'iran', 'hamas', 'israeli', 'rescue', 'teams', 'assisting', 'rescue', 'nepal']
1430002249.0	['today', 'day', 'youths', 'come', 'home', 'amp', 'support', 'rescue', 'teams', 'manpower', 'necessary']
{'corrected_tags': 'I-shelter', 'event_type': 'shelter', 'event_id': 1, 'doc': 'NepalEQ'}
1430002292.0	['uae', 'search', 'rescue', 'teams', 'head', 'nepal']
1430002297.0	['already', 'sent', 'teams', 'nepal', 'sent', 'op', 'singh', 'dg', 'ndrf']
1430002316.0	['trying', 'contact', 'family', 'want', 'help', 'volunteer', 'moment']
1430002317.0	['canadian', 'climber', 'also', 'confirms', 'safety', 'teams', 'annapurna', 'region', 'al', 'hancock']
1430002319.0	['pakistan', 'sends', '130', 'aircraft', 'carrying', 'medical', 'search', 'amp', 'rescue', 'teams', 'supplies', 'nepal', 'ht']
1430002323.0	['reports', 'state', 'far', '9k', 'death', 'tolls', 'heartbreaking', 'deep', 'condolences', 'strong']
1430002340.0	['really', 'great', 'move', 'airtel', 'bsnl', 'give', 'free', 'cheap', 'calling', 'nepal', 'next', 'days', 'win', 'consumer']
1430002341.0	['appreciate', 'efforts', 'countries', 'trying', 'help']
1430002361.0	['shopkeepers', 'jesus', 'trying', 'take', 'advantage', 'crisis', 'nepal', 'india', 'conversion', 'hindus']
1430002369.0	['lol', 'yeah', 'goa', 'kerala', 'tricks', 'used', 'convert', 'people', 'trying', 'tat', 'nepal']
1430002371.0	['sending', 'medical', 'non', 'medical', 'teams', 'aid', 'affected']
1430002386.0	['yes', 'matter', 'kathmandu', 'demolished']
1430002398.0	['anyone', 'trying', 'locate', 'loved', 'ones', 'send', 'local', 'numbers', 'last', 'local', 'number', 'used', 'try', 'call']
{'corrected_tags': 'B-infrastructure', 'event_type': 'infrastructure', 'event_id': 2, 'doc': 'NepalEQ'}
1430002414.0	['today', 'day', 'youths', 'come', 'home', 'amp', 'support', 'rescue', 'teams', 'manpower', 'necessary']
1430002419.0	['hindon', 'air', 'force', 'station', 'ndrf', 'teams', 'relief', 'material', 'sent', 'kathmandu', 'http']
1430002429.0	['one', 'c130', 'hercules', 'lands', 'palam', 'airport', '55', 'indians', 'rescued', 'nepal', 'onboard', 'gurmeetramrahim']
1430002438.0	['shortly', 'touching', 'kl', 'airport', 'nepalis', 'informed', 'rush', 'locate', 'loved', 'ones', 'ensued']
{'corrected_tags': 'B-shelter', 'event_type': 'shelter', 'event_id': 1, 'doc': 'NepalEQ'}
1430002536.0	['hindon', 'air', 'force', 'station', 'ndrf', 'teams', 'relief', 'material', 'sent', 'kathmandu', 'world', 'aninews']
1430002546.0	['pakistan', 'sends', '130', 'aircraft', 'carrying', 'medical', 'search', 'amp', 'rescue', 'teams', 'supplies', 'nepal']
1430002561.0	['india', 'sends', 'rail', 'neer', 'water', 'quake', 'hit', 'nepal']
1430002585.0	['sisma', 'nepal', 'google', 'person', 'finder', 'facebook', 'safety', 'check']
1430002585.0	['sisma', 'nepal', 'google', 'person', 'finder', 'facebook', 'safety', 'check']
1430002600.0	['india', 'sends', 'rail', 'neer', 'water', 'earthquake', 'hit', 'nepal', 'rail', 'neer', 'produced', 'indian', 'railway', 'catering']
1430002602.0	['india', 'sends', 'rail', 'neer', 'water', 'earthquake', 'hit', 'nepal', 'rail', 'neer', 'produced', 'indian', 'railway', 'catering']
1430002604.0	['india', 'sends', 'rail', 'neer', 'water', 'earthquake', 'hit', 'nepal', 'rail', 'neer', 'produced', 'indian', 'railway', 'catering']
1430002605.0	['india', 'sends', 'rail', 'neer', 'water', 'earthquake', 'hit', 'nepal', 'rail', 'neer', 'produced', 'indian', 'railway', 'catering']
1430002606.0	['india', 'sends', 'rail', 'neer', 'water', 'earthquake', 'hit', 'nepal', 'rail', 'neer', 'produced', 'indian', 'railway', 'catering']
1430002607.0	['india', 'sends', 'rail', 'neer', 'water', 'earthquake', 'hit', 'nepal', 'rail', 'neer', 'produced', 'indian', 'railway', 'catering']
1430002609.0	['india', 'sends', 'rail', 'neer', 'water', 'earthquake', 'hit', 'nepal', 'rail', 'neer', 'produced', 'indian', 'railway', 'catering']
1430002611.0	['india', 'sends', 'rail', 'neer', 'water', 'earthquake', 'hit', 'nepal']
1430002612.0	['dtn', 'kerala', 'india', 'sends', 'rail', 'neer', 'water', 'earthquake', 'hit', 'nepal', 'rail', 'neer', 'produced', 'indian', 'railway']
1430002615.0	['india', 'sends', 'rail', 'neer', 'water', 'earthquake', 'hit', 'nepal', 'rail', 'neer', 'produced', 'indian', 'railway', 'catering']
1430002616.0	['india', 'sends', 'rail', 'neer', 'water', 'earthquake', 'hit', 'nepal', 'rail', 'neer', 'produced', 'indian', 'railway', 'catering']
1430002621.0	['india', 'sends', 'rail', 'neer', 'water', 'earthquake', 'hit', 'nepal', 'rail', 'neer', 'produced', 'indian', 'railway', 'catering']
1430002621.0	['india', 'sends', 'rail', 'neer', 'water', 'earthquake', 'hit', 'nepal', 'rail', 'neer', 'produced', 'indian', 'railway', 'catering']
1430002638.0	['dg', 'tells', 'teams', 'sent']
1430002638.0	['iaf', '130j', 'aircraft', 'carrying', '55', 'passengers', 'including', 'four', 'infants', 'lands', 'delhi', 'palam', 'airport']
{'corrected_tags': 'B-missing', 'event_type': 'missing', 'event_id': 3, 'doc': 'NepalEQ'}
1430002759.0	['person', 'finder', '2015']
1430002780.0	['sending', 'medical', 'non', 'medical', 'teams', 'well', '3000', 'kits', 'non', 'food', 'items', 'medical', 'kits', 'nepal', 'bi']
1430002818.0	['xinhua', 'sends', 'multiple', 'news', 'reporting', 'teams', 'cover', 'powerful']
1430002853.0	['ton', 'relief', 'material', 'team', 'doctors', 'ndrf', 'jcbs', 'food', 'water', 'medicines', 'reached', 'nepal', 'many', 'teams', 'ready']
1430002876.0	['link', 'google', 'person', 'finder', 'amp']
{'corrected_tags': 'B-shelter', 'event_type': 'shelter', 'event_id': 1, 'doc': 'NepalEQ'}
1430002913.0	['india', 'sends', 'rail', 'neer', 'water', 'quake', 'hit', 'nepal']
1430002918.0	['india', 'sends', 'rail', 'neer', 'water', 'earthquake', 'hit', 'nepal']
1430002918.0	['india', 'sends', 'rail', 'neer', 'water', 'quake', 'hit', 'nepal']
1430002920.0	['launch', 'person', 'finder', 'safety', 'check']
1430002937.0	['ghost', 'bump', 'watching', 'exactly', 'months', 'ago', 'looking', 'beautiful', 'scenery', 'kathmandu']
1430002978.0	['happy', 'india', 'sends', 'rail', 'neer', 'water', 'earthquake', 'hit', 'nepal']
1430002992.0	['provide', 'relief', 'eq', 'victims', 'nepal', '130', 'acs', '30', 'bedded', 'hosp', 'army', 'drs', 'special', 'search', 'amp', 'rescue', 'teams', 'food', 'items', 'left', 'nepal']
1430002993.0	['happy', 'safety', 'app', 'person', 'finder', 'http']
1430003022.0	['provide', 'relief', 'eq', 'victims', 'nepal', '130', 'acs', '30', 'bedded', 'hosp', 'army', 'drs', 'special', 'search', 'amp', 'rescue', 'teams', 'food', 'item']
{'corrected_tags': 'B-missing', 'event_type': 'missing', 'event_id': 3, 'doc': 'NepalEQ'}
1430003037.0	['disaster', 'response', 'teams', 'please', 'help', 'info', 'htt']
1430003042.0	['google', 'launches', 'person', 'finder', 'service', 'track', 'missing', 'people', 'cc']
1430003094.0	['google', 'launches', 'person', 'finder', 'victims']
{'corrected_tags': 'B-shelter', 'event_type': 'shelter', 'event_id': 1, 'doc': 'NepalEQ'}
1430003167.0	['provide', 'relief', 'eq', 'victims', 'nepal', '130', 'acs', '30', 'bedded', 'hosp', 'army', 'drs', 'search', 'amp', 'rescue', 'teams', 'food', 'items', 'left', '4nepal']
1430003172.0	['timesnow', 'ground', 'report', 'riki', 'ram', 'jammu', 'trying', 'reach', 'sons', 'nepal']
1430003188.0	['please', 'make', 'use', 'prime', 'ministers', 'relief', 'fund', 'making', 'donations', 'ua', 'bit']
1430003200.0	['absolutely', 'devastating', 'death', 'toll', 'rises', '1800', 'nepal', 'donate', 'much', 'needed', 'relief', 'contact']
1430003228.0	['many', 'ford', 'amp', 'greenpeace', 'activist', 'went', 'nepal', 'bihar', 'relief', 'work', 'aftr', 'sent', '20k', 'workers', 'http']
1430003229.0	['team', 'global', 'heading', 'airport', 'camp', 'next', '12', 'hours', 'tremors', 'early', 'morning', 'expected', 'day']
1430003281.0	['direct', 'relief', 'commits', '50', 'thousand', 'cash', 'rapid', 'deployment', 'read']
1430003286.0	['timesnow', 'ground', 'report', 'riki', 'ram', 'jammu', 'trying', 'reach', 'sons', 'nepal']
{'corrected_tags': 'B-infrastructure', 'event_type': 'infrastructure', 'event_id': 2, 'doc': 'NepalEQ'}
1430003298.0	['airport', 'open', 'rescue', 'continues']
1430003304.0	['provide', 'relief', 'eq', 'victims', 'nepal', '130', 'acs', '30', 'bedded', 'hosp', 'army', 'drs', 'special', 'search', 'amp', 'rescue', 'teams', 'food', 'items', 'left', 'nepal']
1430003337.0	['5ml', 'aid', 'nepal', 'tragedy', 'wonder', 'much', 'money', 'spent', 'trying', 'save', 'convicted', 'drug', 'couriers']
1430003350.0	['disbursed', 'sgd50', '000', 'worth', 'relief', 'items', 'launching', 'public', 'appeal', 'funds']
1430003351.0	['canada', 'announces', 'million', 'emergency', 'relief', 'programmes', 'russia', 'sent', 'rescue', 'team', 'land', 'later', 'today']
1430003375.0	['iaf', 'aircraft', 'returned', 'kathmandu', 'total', '540', 'stranded', 'indians', 'flights']
{'corrected_tags': 'B-shelter', 'event_type': 'shelter', 'event_id': 1, 'doc': 'NepalEQ'}
1430003422.0	['timesnow', 'ground', 'report', 'riki', 'ram', 'jammu', 'trying', 'reach', 'sons', 'nepal']
1430003428.0	['fourth', 'iaf', 'aircraft', '160', 'left', 'kathmandu', 'midnight', 'flights', 'today', 'proud', 'indian', 'effor']
1430003440.0	['commercial', 'flights', 'beginning', 'arrive', 'kathmandu', 'sunday', 'morning']
1430003452.0	['well', 'done', 'modi', 'indian', 'relief', 'nepal']
1430003453.0	['donate', 'rss', 'relief', 'efforts', 'usa', 'india']
1430003470.0	['four', 'iaf', 'aircraft', 'returned', 'kathmandu', 'total', '540', 'stranded', 'indians', 'flights', 'planned', 'fo']
1430003480.0	['skip', 'one', 'restaurant', 'visit', 'donate', 'money', 'prime', 'minister', 'national', 'relief', 'fund', 'nepali', 'brothers']
1430003521.0	['please', 'make', 'use', 'prime', 'ministers', 'relief', 'fund', 'making', 'donations', 'ua', 'bit']
1430003529.0	['skip', 'one', 'restaurant', 'visit', 'donate', 'money', 'prime', 'minister', 'national', 'relief', 'fund', 'nepali', 'brothers']
{'corrected_tags': 'I-shelter', 'event_type': 'shelter', 'event_id': 1, 'doc': 'NepalEQ'}
1430003543.0	['well', 'done', 'modi', 'indian', 'relief', 'nepal']
1430003611.0	['modiji', '100s', 'poor', 'indians', 'waiting', 'help', 'amp', 'say', 'thanks', 'modi', 'amp', 'relief', 'camps', 'nepal', 'please', 'help']
1430003649.0	['much', 'possible', 'bharat', 'government', 'trying', 'help', 'nepal', 'nepal']
{'corrected_tags': 'B-infrastructure', 'event_type': 'infrastructure', 'event_id': 2, 'doc': 'NepalEQ'}
1430003666.0	['nepal', 'air', 'india', 'jet', 'airways', 'flights', 'arrive', 'shortly', 'igi', 'airport', 'new', 'delhi']
1430003726.0	['sir', 'trying', 'find', 'news', 'sources', 'movement', 'rss', 'workers', 'nepal', 'could', 'share', 'media', 'input']
1430003751.0	['disbursed', 'sgd50', '000', 'worth', 'relief', 'items', 'launching', 'public', 'appeal', 'funds']
1430003760.0	['compliments', 'gurdwara', 'committee', 'delhi', 'proactive', 'gesture', 'sending', 'food', 'packets', 'relief', 'work', 'nepal']
1430003768.0	['delhi', 'one', '17', 'globemaster', 'lands', 'palam', 'airport', '103', 'onboard', 'indians', 'rescued', 'nepal']
1430003784.0	['series', 'tremors', 'still', 'occurring', 'nonstop', 'chitwan', 'nepal', 'trying', 'cope', 'aftershock', 'making', 'us', 'sick', 'slowly', 'physicaly', 'mentaly']
{'corrected_tags': 'B-missing', 'event_type': 'missing', 'event_id': 3, 'doc': 'NepalEQ'}
1430003791.0	['korea', 'mulls', 'emergency', 'relief', 'quake', 'stricken', 'nepal']
1430003793.0	['great', 'features', 'fb', 'amp', 'google', 'person', 'finder', 'friends', 'amp', 'family', 'check', 'person', 'nepal', 'found', 'safe']
1430003795.0	['nepal', 'air', 'india', 'jet', 'airways', 'flights', 'arrive', 'shortly', 'igi', 'airport', 'new', 'delhi']
1430003799.0	['happy', 'ground', 'report', 'riki', 'ram', 'jammu', 'trying', 'reach']
1430003807.0	['everyone', 'trying', 'call', 'please', 'use', 'viber', 'whatsapp', 'text', 'messages', 'calling', 'landline', 'creating', 'congestion']
1430003824.0	['donations', 'collected', 'senior', 'sports', 'day', 'foundation', 'donate', 'relief', 'fund', 'nepal']
1430003869.0	['undrstnd', 'migrnt', 'labourers', 'nepal', 'blame', 'govt', 'relief', 'govt', 'resp', 'leave', 'india', 'work']
1430003882.0	['rescue', 'people', 'yemen', 'trying', 'help', 'hindus', 'nepal', 'hindus', 'cowards', 'like', 'vaticans']
{'corrected_tags': 'B-shelter', 'event_type': 'shelter', 'event_id': 1, 'doc': 'NepalEQ'}
1430003916.0	['donate', 'support', 'care', 'relief', 'teams', 'ground']
1430003939.0	['minutes', 'live', 'patan', 'durbar', 'square', 'kathmandu', 'nepal']
1430003974.0	['many', 'ford', 'foundation', 'amp', 'workers', 'went', 'nepal', 'bihar', 'amp', 'relief', 'works']
1430003981.0	['sir', 'difficult', 'times', 'bloody', 'christian', 'conversion', 'agents', 'trying', 'soul', 'harvesting', 'nepal']
1430004002.0	['lifeline', 'road', 'routes', 'relief', 'movement', 'http']
1430004004.0	['thanks', 'turk', 'schools', 'nepal', 'rescuing', 'victims', 'helping', 'relief', 'http']
1430004008.0	['many', 'ford', 'foundation', 'amp', 'workers', 'went', 'nepal', 'bihar', 'amp', 'relief', 'works', 'sent', '20k', 'workers']
{'corrected_tags': 'I-shelter', 'event_type': 'shelter', 'event_id': 1, 'doc': 'NepalEQ'}
1430004083.0	['four', 'iaf', 'aircraft', 'returned', 'kathmandu', 'total', '540', 'stranded', 'indians', 'flights', 'planned', 'fo']
1430004101.0	['modi', 'sent', 'plane', 'relief', 'nepal', 'thats', 'good', 'send', 'relief', 'farmers']
1430004118.0	['sg', 'flights', 'kathmandu', 'delhi', 'operating', 'today', 'departing', 'del', '1230', '1750', 'hours', 'return', 'ktm', '1525']
1430004134.0	['pakistan', 'sending', 'four', '130s', 'carrying', '30', 'bedded', 'hospital', 'special', 'search', 'amp', 'rescue', 'teams', 'relief', 'items', 'tomor']
1430004135.0	['delhi', 'one', 'c130', 'hercules', 'lands', 'palam', 'airport', '55', 'indians', 'rescued', 'nepal', 'onboard', 'nepal']
1430004160.0	['part', 'effort', 'assist', 'affected', 'people', 'nepal', 'carry', 'relief', 'material', 'next', 'week', 'free', 'charge']
1430004176.0	['hats', 'pm', 'sending', 'quick', 'relief', 'nepal', 'bihar', 'bengal', 'help', 'people', 'devastated']
1430004195.0	['relief', 'materials', 'amp', 'equipment', 'assistance', 'loaded', 'aircraft', 'bound', 'ht']
1430004199.0	['urgent', 'donate', 'emergency', 'relief', 'fund', 'survivors']
1430004201.0	['trying', 'compile', 'set', 'useful', 'resources']
{'corrected_tags': 'I-shelter', 'event_type': 'shelter', 'event_id': 1, 'doc': 'NepalEQ'}
1430004230.0	['institutions', 'must', 'follow', 'example', 'gurdwara', 'committee', 'delhi', 'support', 'relief', 'work', 'nepal', 'food', 'packets', 'best']
1430004238.0	['urgent', 'emergency', 'relief', 'fund', 'survivors']
1430004244.0	['uttarakhand', 'floods', 'upa', 'govt', 'waited', 'days', 'rahul', 'gandhi', 'come', 'flag', 'relief', 'material']
1430004247.0	['arrivals', 'amp', 'departures', 'late', 'tribhuvan', 'international', 'airport', 'open', 'kind', 'flights']
1430004274.0	['institutions', 'must', 'follow', 'example', 'gurdwara', 'committee', 'delhi', 'support', 'relief', 'work', 'nepal', 'food', 'pac']
1430004305.0	['four', 'paf', 'aircrafts', 'left', 'nepal', 'relief', 'items']
1430004350.0	['checked', 'kathmandu', 'abu', 'dhabi', 'looks', 'like', 'flights', 'operating', 'ok', 'today']
{'corrected_tags': 'B-missing', 'event_type': 'missing', 'event_id': 3, 'doc': 'NepalEQ'}
1430004386.0	['air', 'india', 'spicejet', 'operate', 'additional', 'flights', 'kathmandu']
1430004427.0	['sending', 'medical', 'logistical', 'teams', 'amp', '000', 'kits', 'relief', 'items', 'amp', 'medical', 'supplies']
1430004451.0	['sri', 'lanka', 'gov', 'pm', 'office', 'seeks', 'volunteer', 'medical', 'professionals', 'nepal', 'relief', 'work']
1430004457.0	['google', 'released', 'people', 'finder', 'data']
1430004457.0	['deploys', 'person', 'finder', 'tool', 'aid', 'victims']
1430004471.0	['person', 'finder', 'nepal', 'please', 'retweet']
1430004506.0	['fuck', 'trying', 'nepal', 'suffering', 'trying', 'confuse', 'people']
{'corrected_tags': 'I-missing', 'event_type': 'missing', 'event_id': 3, 'doc': 'NepalEQ'}
1430004536.0	['person', 'finder']
1430004558.0	['swiftness', 'arranged', 'relief', 'materials', 'nepal', 'kudos', 'modiji', 'proud']
1430004568.0	['finally', 'working', 'cell', 'signal', 'cab', 'airport', 'early', 'shops', 'closed', 'cell', 'data', 'spotty']
1430004579.0	['person', 'finder', '2015']
1430004607.0	['weve', 'launched', 'person', 'finder', 'instance', 'help', 'track', 'missing', 'earthquake', 'gt', 'http']
1430004610.0	['link', 'googles', 'person', 'finder', 'tool', 'deployed', 'help', 'relatives', 'find', 'loved', 'ones']
1430004625.0	['arrivals', 'amp', 'departures', 'late', 'tribhuvan', 'international', 'airport', 'open', 'kind', 'flights']
1430004649.0	['korea', 'considers', 'emergency', 'relief', 'quake', 'hit', 'nepal']
{'corrected_tags': 'B-shelter', 'event_type': 'shelter', 'event_id': 1, 'doc': 'NepalEQ'}
1430004690.0	['fairfax', 'county', 'fire', 'rescue', 'department', 'mobilizing', 'deploym', 'dc', 'news', 'fox', 'dc', 'wttg']
1430004696.0	['google', 'activates', 'person', 'finder', 'tool', 'nepal', 'eart']
1430004719.0	['send', 'volunteers', 'relief', 'help']
1430004721.0	['huge', 'indian', 'relief', 'nepal']
1430004722.0	['victorian', 'man', 'appealing', 'information', 'brother', 'aunt', 'missing', 'nepal']
1430004722.0	['created', 'facebook', 'group', 'sahayohi', 'haat', 'meaning', 'helping', 'hand', 'concerted', 'organized', 'relief', 'pls', 'join', 'us']
1430004732.0	['rss', 'cadre', 'leaving', 'relief', 'efforts', 'nepal', 'things', 'media', 'looking']
1430004746.0	['help', 'make', 'happen', 'rebuilding', 'nepal', 'immediate', 'relief', 'fund', '15']
1430004760.0	['please', 'join', 'relief', 'effort', 'disaster', 'nepal', 'go', 'convoy']
1430004769.0	['sir', 'would', 'army', 'consider', 'special', 'holidays', 'gurkha', 'soldiers', 'deploying', 'relief', 'work', 'nepal']
1430004770.0	['india', 'sends', 'rail', 'neer', 'water', 'earthquake', 'hit', 'nepal']
{'corrected_tags': 'I-shelter', 'event_type': 'shelter', 'event_id': 1, 'doc': 'NepalEQ'}
1430004828.0	['foreign', 'govt', 'trying', 'bring', 'rescue', 'humanitarian', 'supply', 'nepal', 'direct', 'standing', 'order', 'provide', 'permission']
1430004850.0	['rss', 'volunteers', 'leaving', 'nepal', 'typical', 'rss', 'silent', 'efficient', 'relief', 'work']
1430004873.0	['army', 'announced', 'relief', 'victims']
1430004901.0	['donating', 'relief', 'go']
1430004928.0	['google', 'activates', 'person', 'finder', 'tool']
1430004940.0	['created', 'facebook', 'group', 'sahayohi', 'haat', 'meaning', 'helping', 'hand', 'concerted', 'organized', 'relief']
